"001-time","PartNum","PartPosX","PartPosY","PartPosZ","PartVelX","PartVelY","PartVelZ","gamma","Element"
0.8000000000000000E-002,0.1000000000000000E+001,0.8328610000002863E-004,0.2480441705934775E-017,0.2500000000000000E-003,-.2942009999998957E-001,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,1.27000000000000e+02
